Fecha,Tasa_efectiva_promedio_ponderada,Montos_desembolsados,Numero_de_creditos_desembolsados,Plazo
45107,17.05,9652091018,76,3
45240,18.72,101102763,1,5
45205,5,8956500151,88,5
45233,18.46,319536994,3,4
45058,15.46,2030995206,34,3
44960,16.64,2225765893,46,3
44946,17.18,502323466,11,3
45212,14,59275256,1,4
45198,16.48,145425235,2,5
44960,18.05,11904021878,61,4
45261,14,374063261,4,4
45149,17.33,7166543804,27,4
45191,16.11,524614222,5,3
45254,10.1,22170168,1,4
45002,15.27,6528787396,83,4
45247,17.88,9592852,1,2
45233,16.85,207433706,1,3
45184,16.23,120739992,5,2
44981,18.83,707868164,6,4
45233,16.08,646755376,1,4
45282,15.9,140890642,1,3
45247,18.58,173517492,1,5
45002,21.36,131197248,4,3
45261,18.05,244995623,1,3
45191,15.56,133626007,5,2
45135,18.56,4104334902,16,4
45240,14,362960764,6,4
44953,18.48,602000168,2,4
45226,14,33230298,1,3
45226,18.29,253780062,2,4
45058,17.2,79948253,3,2
45163,22.27,2047762423,11,5
44967,20.77,462663882,6,4
45135,17.12,171839051,4,4
45212,9.01,413314624,4,5
45219,18.34,463175789,2,5
45016,19.56,5571265148,42,3
45079,14.39,614249032,9,5
45261,18.75,199810412,1,3
45100,15.05,6612931037,91,4
45254,13.98,987639685,24,4
45051,18.31,1776822317,15,5
44946,16.61,632848782,7,4
45177,17.07,5545939752,22,4
45212,16.23,206633077,2,4
45191,15.24,1231740784,20,3
45226,14,32924904,1,4
45170,17.56,6975570764,80,5
45254,8.8,97452086,2,5
45240,15.12,35102253,1,5
45016,17.43,9420618319,39,4
45191,17.12,3015983369,12,4
45051,18.36,1074440578,9,4
45261,19.75,227783166,1,4
45282,18.41,388843891,2,5
45233,16.95,158853428,1,4
45261,17.88,5600000,1,4
45212,17.1,71192341,1,3
44960,16.38,4045941993,49,4
45198,14,60494313,1,5
45023,17.62,1196463722,15,4
45212,18.11,739635096,4,4
44953,17.96,7604011880,89,4
45254,14.41,174758589,3,4
45205,13.6,272890961,4,4
45142,13.78,17584226165,226,4
45170,20.55,139198655,1,3
45247,8.8,109485467,1,5
45219,14,41448321,1,5
45198,13.79,132542574,2,4
45226,13.58,2395953383,25,4
45212,18.29,217447516,3,4
45226,16.5,267785167,1,4
45107,17.71,3528525122,27,4
45170,21.02,754210999,4,4
45233,18.75,108688869,1,3
45261,14,78187887,1,4
45177,17.74,69556695,8,2
45233,9.3,74728198,1,5
45198,16.75,113745176,1,4
45044,17.09,629517365,4,5
45261,8.94,958333452,12,5
45212,14,90073795,1,4
45233,8.6,48488348,1,4
45254,5,505547318,5,4
45058,20.71,75290149,1,5
45177,16.71,8080762143,31,4
44946,19.07,5982818744,35,3
45212,9.95,151134427,1,5
45261,17.88,10042774,1,2
45261,17.6,568438407,3,4
45226,18.75,361585001,1,3
45205,17.8,55692673,3,2
44953,17.81,11024419323,53,5
45226,5,192900857,3,4
44953,18.22,807258625,4,4
45121,14.61,208393793,3,4
45247,8.9,60024313,1,4
45282,7.7,70414719,1,5
45163,16.62,448428475,3,3
45100,19.09,1245301416,9,4
45261,9.36,254511362,3,5
44960,21.53,2054537367,25,5
45261,14,508214848,7,4
45261,13.25,67383333,1,4
44974,17.78,545074434,5,4
45156,18.44,5821621944,40,3
45212,19.1,14106441,1,3
45219,14.8,427645402,5,5
45282,7.6,26215558,1,5
45233,17.25,406238924,1,4
45240,16.95,208918469,1,3
45261,17.6,127512106,1,3
44960,17.58,7750007908,38,5
45114,23.52,322762327,3,4
45093,24.01,1796008764,12,5
44988,18.45,157504275,2,3
45100,16.95,100631699,3,4
45240,12.62,99295281.69,1,4
45254,14.88,94124636,2,5
45261,17.81,17340001,2,4
45100,14.67,3846717932,68,3
45163,16.05,515155756,7,4
45261,17.32,124503996,1,5
45261,16.75,60422931,1,4
45254,16.75,17164874,1,4
45163,18.37,8782230426,42,4
45226,18.58,112859096,1,4
45219,18.05,237436948,1,3
45233,17.65,126281403,1,3
45205,17.54,241414048,1,4
45079,17.22,13885452756,55,4
45226,14,72627297,1,4
45198,9.66,159487372,2,5
45254,15.2,90969072,1,4
45191,13.78,2352646167,27,4
45212,7.27,372994775,1,5
45212,14,2320000,1,1
45261,9.8,392771325,1,4
45184,17.8,3680385718,13,4
45002,19.49,804415846,10,4
45086,12.98,448080839,6,4
45212,18.58,48491283,1,5
45044,9.2,43962979.03,1,2
45212,14,94471851,1,4
45205,17.75,280881667,1,4
45016,20.01,15326468454,62,4
45240,14,235306415,3,4
45051,18.29,2322162264,10,3
45205,18,288062503,2,4
45051,25.32,709318826,1,4
45212,16.72,329340045,1,3
45198,12.62,89999982,1,4
45254,21.6,20575296,1,3
45128,17.45,1513131631,13,4
45233,17.6,150266262,1,4
45212,14,37221171,1,4
45247,17.6,369367909,1,4
45212,21.15,454908564,1,5
45100,21.39,507128931,6,4
45037,18.83,440509537,3,2
44967,22.65,160625595,2,5
45065,19,2282323057,23,5
45282,13,343478173,1,3
45086,14.39,3448729287,61,3
45198,18.62,665337373,1,4
45233,14,134551062,2,4
45198,9.5,23491681,1,3
45254,13.63,268516809,3,4
45226,16.79,127033829,3,5
45212,16.82,404762756,4,4
45023,20.32,18695943,1,2
45191,17.08,3610378158,23,4
45261,13.81,1913952884,20,3
44967,20.27,855755531,3,4
45233,15.12,180000006,2,5
45170,17.52,2205274102,15,4
45198,22.32,5070000,1,3
44967,18.64,391715952,2,4
45128,15.61,5784564692,73,4
45198,14.56,159318754,2,5
45254,14.45,381627542,7,5
45086,18.02,2690028091,18,5
45212,14,113660186,1,5
45261,19.03,616305435.1,5,4
45156,16.58,854884341,1,4
45051,19.55,564410527,6,5
44974,21.41,380407446,2,4
45205,18.02,23889372,1,5
45107,16.64,145119857,5,2
45044,17.34,4977245582,51,3
45233,13.6,295494168,3,3
45205,16.75,128752495,1,3
45247,17.15,529678826.6,1,3
45016,16.04,170729400,4,2
45184,18.03,11193611947,52,4
45261,14,398346398,6,4
44981,18.64,10128084429,57,5
45142,17.9,123667214,12,1
45135,17.98,6838996697,30,4
45240,18.05,319662744,1,5
45149,14.36,3032279305,46,3
45184,17.75,4871627194,26,4
45226,9.31,320912793,4,5
44988,17.11,1147988071,6,4
45226,17.88,73409445,1,4
45254,17.41,250883494,2,3
45058,18.69,1986655882,14,4
45198,18.35,143588608,1,4
45247,7.5,113332895,1,4
45219,15.8,81214233,1,3
45233,19.85,33474488,1,3
45058,16.81,1406716298,34,3
44946,17.54,1432177911,7,4
45044,25.53,2117665318,10,4
45191,16.9,8342388573,34,4
45226,16.21,51057602,1,5
45254,14,43700308,1,5
45016,17.15,7246252328,55,3
45233,18.16,12758771,1,5
45205,17.04,41086433,1,5
45156,14.35,1192497878,18,3
45226,21,66834381,1,4
44981,18.78,73991716,2,2
45254,16.75,41466858,1,4
45114,16.87,4890879482,23,3
44946,17.37,615451032,4,4
44967,18.32,2897553335,51,5
45205,18.66,35741896,2,3
45163,17.39,747796422,4,4
45149,17.24,2397836523,12,4
44995,17.83,11966918862,41,4
45219,18.51,25194698,2,1
45233,15.22,146019804,2,4
45009,23.84,1123411396,15,5
45198,15.89,810906965,18,5
45219,9.1,126570782,2,5
45079,19.09,72651728.41,3,3
45198,8.77,263180366,4,4
45226,17.55,148714714,1,4
45261,13.68,4028744814,39,4
45044,19.55,110543629.9,6,1
45240,14.53,1508778321,21,5
45233,18.16,127524884,1,5
45205,18.1,115932006,1,4
45226,16.73,108400051,3,4
45009,18.3,1569420153,13,4
45058,17.9,1921437873,34,5
45240,10.1,47429667,1,5
45156,17,6414796213,30,4
45170,17.15,95089021,2,3
45261,18.05,124782241,2,3
45226,13.72,92370524,1,4
45212,14,64225923,1,4
45212,14,69754369,1,4
44974,20.68,85966433,6,2
45254,17.55,76970969,1,3
45226,18.45,162125036,1,4
45184,18.52,97771655,3,2
44946,18.32,1055548781,5,3
45261,5,64704559,1,5
45226,18.3,392346244,1,5
45247,17.15,79177649,1,1
45247,14,89147643,1,3
45240,14.18,1045859664,15,5
45156,16.79,255525611,3,4
45135,17.17,695849202,20,3
45261,14,68457005,1,5
45226,18.55,489022598,2,4
45233,17.18,127511811,1,4
45058,19.18,601182484,5,3
45233,17.11,155708521,2,3
45198,17.15,674802601.3,2,3
45114,15.31,88681736,3,2
45261,18.56,170255482,2,4
45205,17.05,73476254,1,4
45107,21.29,33964596,1,3
45205,14,478618436,5,4
45282,15.75,45874208,1,4
45212,5,217591127,4,4
45184,17.75,3826779501,26,5
45058,19.22,3038888485,26,3
45128,15.7,734386237,3,4
45282,5,279970174,6,5
45247,18.58,92448383,1,5
45023,25.46,930194764,3,4
45205,14,114379026,2,4
45226,17.32,46776197,1,3
45254,9.29,200048303,3,5
45247,17.6,283753167,2,3
45072,20.15,44365077,2,1
45261,17.64,1006833504,3,4
45198,8.8,49681229,1,5
45198,18.75,177193025,1,3
45198,14,33055633,1,4
45261,8.8,60934949,1,5
45233,15.96,253092618.4,2,3
44981,18.15,1500187439,21,3
45282,8.9,90080426,1,5
45254,16.9,171238215,1,4
45198,19.15,41357569,1,4
45198,18.16,179009605,1,3
44953,18.1,168427848,1,3
45219,17.6,249993428,1,4
45135,21.87,1910058318,26,4
45016,25.5,566663984,4,3
45261,19.2,21387906,2,2
45114,17.77,1589675948,16,3
45100,19.65,1140809976,14,3
45212,9.9,79922296,2,5
45121,18.81,2090615371,17,3
44974,22.93,574478193,8,4
45205,18.45,145550792,1,4
45205,17.65,244265497,1,4
45254,17.67,272763357,3,4
44967,16.81,1035855745,5,4
45261,15.4,202897331,1,4
45170,13.81,25487777055,339,4
44960,16.82,2310633881,51,3
45254,15.1,190035008,2,4
45198,16.22,155183395,3,4
45212,14,79435612,1,5
44953,23,54729118,1,4
45240,5,64892462,1,5
45282,15.75,114255716,1,4
45212,18.42,125015411,1,4
45086,18.7,1616083708,7,3
45044,13.2,309089647,4,5
45198,9.95,197249274,1,4
44953,19.04,7324913562,35,4
45282,18.05,73077718,1,3
45079,19.18,2767616945,23,3
45247,17.32,6000000,1,4
45107,18.27,300892501,3,3
45282,17.94,207270433,2,4
45233,18.05,29876754,1,3
45198,18.05,53501393,1,3
45212,9.13,102841958,2,5
44939,16.71,807882121.4,4,3
45233,6.68,668358131,3,5
45240,5,70217139,1,5
45254,14,95605477,1,5
45093,16.86,1198742419,35,3
45212,14.76,943415476,13,5
45086,18.81,2695716032,14,4
45254,19.2,52990708,1,3
45198,8.6,94606566,1,4
45254,15.45,149980696,1,4
44946,16.35,6850389133,36,3
45198,18.75,211905082,2,3
45261,14,178734029,2,4
44946,17.69,6851203615,27,4
45226,14,93334927,1,4
45261,18.16,1562995487,5,5
45233,17.15,335808791,1,4
45114,17.45,539239484,3,3
45170,16.35,2488161076,30,3
45247,17.6,143825157,1,4
45226,17.18,84947189,3,3
45198,5,249424112,3,4
44981,18.57,3029299572,11,4
45226,16.5,163060213,1,4
45247,15.12,51913045,1,5
45226,14,96248066,1,3
44988,25.38,2870808883,18,5
45198,19.2,38836423,1,4
45254,5,51075199,1,4
45156,17.63,674564464,9,4
45240,17,93411775.04,1,4
45247,17.65,611555656,3,4
45205,14,89456347,1,4
45135,22.74,110082227,2,5
45261,6.9,172548558,1,4
44960,16.66,5126690692,68,4
45212,15.66,156724418,2,4
45212,18.74,84183788,3,3
45205,19.84,148895104,1,5
44988,19.68,1228699026,15,5
45205,8.93,209921816,3,5
45016,23.84,640174255,7,4
45254,15.95,93106062,1,1
45212,14,435212827,11,4
45233,18.51,266155251,2,5
45261,14,33063355,1,4
45198,14,222263734,3,4
45219,16.55,271418471,1,4
45254,16.55,102231249,1,4
45205,15.23,929589915,14,5
45219,16.75,77725235,1,4
45128,19.06,7638652514,36,4
45261,18.3,330481134,1,5
45240,19.85,70645904,1,4
45191,17.7,77863455,1,1
45177,17.57,546657321,24,1
45191,16.62,765286853,5,3
45198,18.35,190699663,1,2
45212,8.8,135395196,2,5
45016,21.22,239170602,5,3
45079,15.46,1884061367,34,3
45205,9.3,43763161,1,5
45121,18.15,121311756,1,4
44974,20.94,432100663,2,4
45030,25.57,95784542,2,4
45240,14.5,146833109,1,4
44995,23.65,2313792141,30,5
45226,18.16,46401493,1,5
45051,18.45,202513647,1,4
45065,18.45,146738885.1,1,4
45191,15.58,7521258865,100,4
45058,18.28,390878475,16,3
45240,14.26,330571263,6,5
45212,20.35,49175178,1,4
45226,14,69373899,1,4
45240,17.6,238600404,1,4
44995,14.15,39999047,1,1
45023,18.03,685369234.9,13,3
45205,13.94,2896888904,28,4
45254,13.95,314613431,5,4
45107,16.07,6699092088,86,4
45142,13.3,241044731,4,5
45240,13.72,60336219.55,1,4
45093,15.59,916587253,11,4
44981,16.84,4890361668,25,4
45002,20.14,8709513875,46,4
44988,17.62,281382576,2,4
45142,16.6,1889358972,22,3
45198,13.25,97475537,1,3
45247,8.97,232455334,2,5
45261,17.6,2113660756,1,4
45219,14,75104507,1,4
45254,14.31,834591654,10,5
45240,17.15,164987124,1,3
45282,13.93,713238646,11,4
45254,16.21,148541302,2,4
45219,15.8,103926084,3,4
45233,18.05,219796636,1,4
45261,14.77,527342033,5,4
45247,18.5,83368899,1,4
45205,17.75,52182361,1,4
45233,16.55,220952763,1,3
45219,14,233406851,2,4
45016,18.67,6364445806,30,3
45282,8.75,11365505,1,3
44988,16.92,1423639811,26,3
45254,18.86,184384512,1,5
45247,14,54095105,1,4
45212,14,60520253,1,4
45002,16.88,212556824,7,4
45037,14.31,32255379,2,2
45065,14.44,8042199836,91,4
45247,18.45,150447917,1,2
45079,16.07,26864873406,413,4
44995,20.2,12130596207,56,4
45135,15.72,8115892323,102,4
45261,17.47,365556348,1,4
45198,18.05,7504666,1,1
45219,16.21,60432679,1,5
45198,14,71597785,1,4
44995,18.81,493037032,3,5
44981,20.26,14276094286,65,4
45219,8.89,489537988,6,5
45156,19.56,266463576,2,3
45261,14.81,200745467,3,4
45261,19.85,71260216,1,4
45191,20.95,252568125,1,4
45170,18.74,257707464,6,1
45002,20.62,81366008,1,5
45002,18.98,3527432315,13,4
45254,8.87,295946862,5,4
45233,19.3,5000000,1,1
45219,9.19,126893233,2,5
45261,16,324089111,4,3
45065,19.66,2091631828,25,3
44967,17.88,6285302559,79,4
44981,17.74,14087407967,63,4
45170,21.25,46147134,1,3
45247,8.8,53177443,1,4
45212,14,112758607,2,4
45023,25.44,1463007659,8,5
45121,16.75,103082078,1,4
45254,14.64,296647866,4,5
45044,18.44,5141586316,25,3
45107,18.16,80035144,1,5
45233,9.39,206846109,2,5
45240,17.88,18665719,1,5
45247,17.88,9900000,1,4
45128,19.83,227617065,1,4
45198,17.15,694114478,1,4
45128,17.29,594833798,2,5
44960,18.45,173513007.1,2,3
45198,18.38,265971244,4,4
45261,6.9,809484785,1,4
45254,17.55,257612413.3,1,1
45051,23.97,24520566,1,4
45009,23.83,560804426,7,4
45254,18.79,195893781,2,5
44995,18.6,1809136086,34,5
44988,18.75,566236075,4,3
45086,16.1,4463813147,56,4
45142,20.44,311523638,2,4
45247,18.94,235310525,3,3
44988,20.75,1523624974,4,5
44946,18.48,1874905655,13,3
45282,8.04,1017182863,14,5
45163,17.63,2726961827,33,5
45212,17.05,83082292,1,4
45212,18.05,18434617,1,1
45044,17.72,3634407949,62,5
45254,18.21,469082202,7,3
45226,18.05,5191802,1,2
45198,19.15,64673774,2,3
45149,15.95,1188822461,17,3
45002,20.2,12593295535,68,4
45212,17.6,147160754,1,4
45247,18.44,159097316,1,5
45261,14,69749532,1,4
45163,15.58,4944851205,72,4
45261,18.45,150504041,1,4
45065,19.58,2614064387,15,3
45142,18.78,238478568,2,3
45107,18.08,2320650404,11,3
45198,5.68,214675384,3,5
45184,18.82,937060472,3,5
45156,17.99,10791275587,54,4
45205,19.98,152383802,2,4
45240,10.45,184538126,1,5
45282,18.58,137166191,1,4
45226,14,77738826,1,3
45135,16.22,487897537,16,1
45079,16.15,222524964,1,4
45233,17.89,34439259,3,1
45247,8.85,175545084,2,5
45163,18.54,5256533446,41,3
45233,18.14,238974887,1,3
45079,16.45,149928227,5,4
45261,15.07,271584334,3,5
45261,21.05,132528332,1,4
45247,14,62277118,1,4
44995,16.5,51110554,2,2
45163,18.16,192099995,2,3
45282,14,120703725,2,4
45072,18.54,2837402854,15,4
45212,17.81,34009353,2,2
45079,14.85,34027211442,604,4
45121,17.8,225041919,9,3
45205,18.5,94402967,1,4
45205,17.4,463825893,2,5
45282,7.7,80045019,1,5
45247,17.55,399245836,1,4
45058,16.58,1462091147,18,3
45051,17.03,456833622,2,3
45261,17.45,198243512,1,3
45205,14,245038017,3,4
45247,14,145734897,2,4
45240,14,99224741,1,5
45247,18.16,17463052,1,2
45198,13.6,927928518,9,4
45233,17.89,623045038,3,4
45233,14,315426366,4,4
45247,6.56,289960001,1,5
44988,17.17,1587950933,46,3
45205,18.86,31283844,1,4
45226,17.92,248494204,2,4
45212,13.59,98630989,2,4
45268,8.8,107834412,1,5
45016,12.5,2465526919,16,4
45261,9.01,1131001553,13,5
45212,18.05,102173377,1,4
45212,18.58,88199087,1,5
45254,5,38110203,1,5
45233,8.9,166099594,2,5
45051,14.76,1214540792,19,3
45079,18.67,7082298921,115,4
45261,15.04,922764364,18,4
45149,18.09,2075969917,13,4
45219,14.81,2559683375,34,5
45261,17.6,155774966,1,1
45233,14,116315273,1,5
45142,15.53,196873087,5,2
45247,18.05,46561341,1,4
45247,18.35,6000000,1,3
45170,18.16,1328042656,3,4
45198,15.28,2184019719,34,5
45261,18.16,27355296,1,5
45191,15.52,2254897857,8,4
44946,19.46,3621277274,25,4
45233,5,179716278,3,4
45247,15.63,295252128,3,4
45107,22.12,8857290836,124,5
45226,15.66,501216333,8,5
45233,14,67681189,1,4
45184,17.4,3252777943,41,4
45016,16.46,2882138324,62,3
45226,18.44,33079291,1,4
45114,18.63,439697968,5,4
45051,17.9,41756525,1,1
45212,14,94499041,1,4
45233,17.74,5000000,1,4
45254,14,96027846,1,4
45212,18.6,108110901,1,4
45254,14,101154153,1,4
45177,22.14,866554275,7,5
45002,12.42,504050087,7,5
45226,10.1,258608595,1,5
45016,19.12,961645837,6,4
45044,18.69,5836139306,35,4
44974,18.22,612748859,4,3
45205,17.85,166734572,2,5
45135,20.44,175868751,3,3
45016,17.07,50573612,3,2
45254,17.35,21289594,1,3
45114,16.81,1151202455,33,3
45247,8.75,447220997,4,4
45226,15.5,331243583,1,3
44981,23.43,270744214.7,3,5
45205,8.6,69709458,1,5
45128,14.9,1303444773,20,3
45198,15.53,1968897855,25,4
45121,18.2,4130252062,23,4
45226,9.3,48001325,1,5
45261,18.58,661266475,1,5
45282,7.7,49305664,1,5
45198,13.87,5606566227,58,4
45233,13.9,362175635,5,4
45261,13.3,95714813,1,4
45212,17.8,4000000,1,2
45240,14,95899417,1,4
45205,18.35,121394008,1,4
45219,10.05,170762522,1,5
45219,8.94,578362697,6,5
45261,15.07,61863573,1,3
45261,5,102739044,1,5
45177,20.43,108365704,2,4
45247,18.3,129052758,1,5
45247,8.8,24134404,1,3
45058,15.49,2998007637,44,3
45107,14.38,852912772,11,5
45226,16.1,88046978,2,5
45212,14.03,125000448,1,4
45233,12.62,73911604,1,4
44953,16.59,1877621537,13,3
45114,23.67,777307355,6,5
45198,14,15400288,1,1
45065,18.3,241778781,3,3
45247,8.6,31764365,1,5
45254,15.12,47432182,1,5
45044,18.33,766355275,4,4
45205,14,94226109,1,3
45247,9.3,116360797,2,5
44967,18.49,2634256605,49,3
45191,15.5,9336286549,133,4
45170,15.66,571211807,5,3
45261,18.55,19100857,1,3
45233,14,86472016,1,4
45198,14,112013663,1,4
45093,19.11,4624982711,27,3
44974,20.7,1226110342,4,5
45093,14,114251235,4,2
45198,16.9,99666531,1,4
45261,5,115524948,1,4
44967,21.66,1095373116,15,4
45065,16.62,1049995688,3,5
45212,5,359368234,6,4
45261,18.72,126907221,2,5
44939,20.39,2030728386,12,3
45044,17.1,65981265,1,4
45212,9.21,272343922,5,5
45177,20.75,1016508567,15,4
45233,18.55,32902593,1,4
45233,17.15,628177965.4,2,4
45254,13.9,2710675934,27,4
45261,17.37,46939236,2,4
45079,18.44,10028729387,68,3
45072,20.82,1577219417,4,5
45233,15.96,402990455,2,4
45198,18.35,193515014,1,3
44995,17.69,765656035,6,3
45233,17.32,69999733,1,3
45240,14,72738236,1,4
45205,15.12,77986356,1,5
44967,16.09,93434519.65,2,2
45079,22.36,481944693,9,3
44974,18.51,329805587,6,3
45044,15.9,2552464759,66,3
45233,14.72,665838402,10,4
45037,21.77,534225991,6,4
45240,5,87318002,1,5
45226,5.75,123428329,2,5
45044,16.31,3402182454,37,4
45261,14,109500605,1,4
45226,17.45,155833726,1,3
45212,5,77728085,1,5
44953,20.74,281378558,4,4
45254,8.9,67998942,1,4
45219,9.6,107750513,2,5
45254,15.12,78871717,1,5
45037,21.33,441485678,6,4
45254,9.28,230522388,4,5
45163,17.63,4235042354,50,5
45226,14,48168828,1,5
45198,14,33839638,1,3
45212,13.48,229315954,5,4
44960,19.74,3268234656,16,3
45233,14,84397515,1,4
45198,17.35,1768766853,1,4
45261,14,12793358,1,3
45191,14.44,3995476211,64,3
45198,14,38503358,1,4
45205,18.05,392979167,1,4
45247,14.85,1535581361,22,5
45198,8.6,82048101,1,4
45261,14,60803729,1,5
45128,21.28,294784187,4,5
44939,20.89,888887007,10,4
45198,14,591157853,12,4
44967,18.79,527860645,12,4
45163,16.76,194367077,2,3
45282,17.6,342925096,2,4
45198,20,100404707,1,4
45051,16.77,3038559095,34,4
45261,8.6,71418815,1,4
45037,18.28,189531654,2,3
45219,9.8,226025723,1,5
45058,13.85,273059709,3,5
45184,20.82,9993348092,136,5
45254,16.68,1072565584,31,3
45233,17.35,37872548,1,4
45198,17.6,93671257,1,4
45198,17.88,185654736,1,4
45212,18.05,134105596,1,3
44946,16.91,1270510143,7,3
45212,19.75,47841188,1,4
45247,17.05,21206332,1,4
45023,18.55,158767505,5,3
45205,14.74,530843447,6,4
45226,18.24,395808058,4,3
45254,17.45,179763562,1,3
45128,18.31,266382559,15,1
45205,5,3207744632,31,4
45261,17.6,217335347,1,4
45156,16.33,403570998,7,1
45226,15.41,156905772,3,5
45254,14,98694814,1,4
45219,14.3,301921831,3,5
45226,13.54,10000323,1,3
45282,14.38,470056934,6,4
45184,17.4,5759493772,63,5
45233,14,68050824,1,4
45051,17.36,240245312,2,2
45254,16.75,17699171,1,4
44995,18.1,1419993072,10,4
45212,19.75,63447856,1,4
45247,13.41,441488115,4,4
45254,16.75,89982637,1,4
45016,20.95,1894428309,9,4
45233,18.58,35992099,1,5
44967,15.9,384286335,5,4
45233,9.2,362337725,5,5
45149,16.81,119717616,2,3
44946,17.9,130031178,2,2
45198,20.69,110700033,2,4
45233,5,170300705,4,4
45184,21.06,56430409,1,5
45212,17.32,169560724,3,3
44974,16.65,873674782,8,3
45135,17.45,2589857943,78,3
45149,17.7,2444455307,13,5
45016,21.43,54977111,2,3
45149,15.81,125814863,2,1
44939,16.14,2492479798,19,3
