Fecha,Tasa_efectiva_promedio_ponderada,Montos_desembolsados,Numero_de_creditos_desembolsados,Plazo,Valor_promedio_credito
45254,14,73167526,1,4,73167526
45156,17.22,3078436971,17,4,181084527.7
45282,14.2,614428329,9,5,68269814.33
45079,17.02,11928676466,90,3,132540849.6
44974,18.56,4271308066,62,5,68892065.58
45226,14,185516605,4,4,46379151.25
45282,17.6,274658573,1,4,274658573
45261,16.15,15540318,1,4,15540318
44946,16.27,376184933.5,3,1,125394977.8
45254,15.12,101494497,1,5,101494497
45205,14,31946847,1,5,31946847
45261,18.86,80313031,1,3,80313031
45233,17.74,220163339,1,5,220163339
45261,5,88759393,2,5,44379696.5
45261,8.75,228709283,2,5,114354641.5
44960,18.23,3718241974,60,3,61970699.57
44967,17.12,516592815,2,4,258296407.5
45219,16.6,352922659,6,5,58820443.17
45233,5,162646291,2,5,81323145.5
45261,17.25,2072773838,10,4,207277383.8
45100,21.16,612565084,9,4,68062787.11
45198,5,51571355,1,4,51571355
45226,5,154491127,3,4,51497042.33
45261,18.05,5700000,1,1,5700000
45009,17.8,12920487790,42,4,307630661.7
45233,14,65987092,1,1,65987092
45212,14,41575235,1,3,41575235
45226,9.33,289912338,4,5,72478084.5
45128,19.25,1043502788,5,4,208700557.6
45072,20.75,1482356438,6,4,247059406.3
44946,17.7,3555452826,20,5,177772641.3
45233,14,59981071,1,4,59981071
45254,14.3,66161413,1,3,66161413
45093,15.95,4181010281,57,4,73351057.56
45261,15.25,225842409,4,4,56460602.25
44974,18.21,3373276056,53,3,63646718.03
45163,12.71,971193692,4,4,242798423
45247,18.05,217040731,1,3,217040731
45233,17.74,13896302,1,4,13896302
45163,18.22,11433863422,48,4,238205488
45240,17.25,163980915,1,4,163980915
45261,14,77075235,1,4,77075235
45037,18.71,17359104,1,3,17359104
44988,19.26,652470614,15,3,43498040.93
45093,17.71,667400398,19,3,35126336.74
45226,17.65,230350586,1,3,230350586
45016,20.2,991420004,5,4,198284000.8
45198,14,51455334,1,4,51455334
45233,5,84750827,1,4,84750827
45282,14,106553174,1,1,106553174
44939,17.28,843075398,3,4,281025132.7
45240,14,48225333,1,4,48225333
44946,18.01,6039359713,76,4,79465259.38
45261,17.32,260201281,2,5,130100640.5
45233,17.6,150666704,1,4,150666704
45212,14,86668194,1,4,86668194
45254,16.77,177941828,1,2,177941828
45114,15.99,10720811837,189,5,56723872.15
45226,18.05,16199764,1,3,16199764
45198,17.85,156946857,2,4,78473428.5
45219,17.75,423649105,2,3,211824552.5
45205,9.12,363073266,7,4,51867609.43
45212,13.67,319761541,3,4,106587180.3
45079,18.77,8639651735,30,4,287988391.2
44995,17.28,2735013642,32,4,85469176.31
45226,14,56181498,1,5,56181498
44960,17.54,1127999002,4,4,281999750.5
45114,23.99,565310316,4,4,141327579
45142,18.13,6589160314,24,4,274548346.4
45219,17.8,19322697,1,3,19322697
45261,18.05,105190408,1,4,105190408
45198,14,89172291,1,3,89172291
45261,16.15,137564897.3,1,4,137564897.3
45114,18.6,247583232,2,3,123791616
45128,17.59,2662540567,19,5,140133714.1
45282,13.54,63121118,1,3,63121118
45254,14,556466788,6,4,92744464.67
44939,14.92,87295585,2,1,43647792.5
44974,17.04,203684807,9,1,22631645.22
45142,17.5,836997208,7,4,119571029.7
45226,18.58,293425858,1,5,293425858
45226,8.87,368868462,5,5,73773692.4
45261,5,177710246,3,5,59236748.67
45212,15.12,73505905,1,5,73505905
45226,14,122140604,2,4,61070302
45247,17.07,71476192,2,4,35738096
45219,14.3,123694238,1,4,123694238
45233,18.26,89605522,2,5,44802761
45219,16.15,296850036,1,4,296850036
45198,18.45,174050031,1,4,174050031
44960,20.03,10342573552,52,4,198895645.2
45037,21.12,349389112,1,5,349389112
44939,18.91,2987928885,17,4,175760522.6
45254,14.88,162889923,2,5,81444961.5
45261,17.23,194423641,1,4,194423641
45198,14,81495955,1,4,81495955
45282,14,61648434,1,3,61648434
45212,15.54,327492129,4,4,81873032.25
45261,16.55,168906264,1,4,168906264
45261,16.68,113351824,2,4,56675912
45233,8.8,74012499,1,4,74012499
44953,17.08,941818834,12,4,78484902.83
45247,18.3,21759719,1,5,21759719
45254,8.9,69382978,1,5,69382978
45198,19.3,56090001,1,3,56090001
45261,16.76,135016724,5,4,27003344.8
45261,15.49,4405239277,50,4,88104785.54
45261,15.86,230123104,1,4,230123104
45212,14,14062452,1,4,14062452
45100,12.04,408800343,3,3,136266781
45247,14,31376426,1,4,31376426
44946,17.26,1470834434,16,3,91927152.13
45254,13.25,95229224,1,3,95229224
45254,17.15,30179373,1,3,30179373
45233,17.74,41978824,1,4,41978824
45240,16.72,373584667,2,3,186792333.5
45226,13.88,584972489,7,4,83567498.43
45233,14,348470687,7,4,49781526.71
45233,14,34323004,1,5,34323004
45261,14,88010208,1,4,88010208
45023,21.56,650160062,7,5,92880008.86
45219,18.58,87808349,1,5,87808349
45254,14,50336037,2,3,25168018.5
45254,9.13,138313724,3,4,46104574.67
45282,13.05,63689347,1,4,63689347
45233,17.94,793836495,4,5,198459123.8
45240,18.05,91237304,1,4,91237304
45247,15.12,193269157,2,3,96634578.5
45205,14,78275036,1,4,78275036
45261,15.8,369689784,1,3,369689784
45009,11.39,206078217,2,3,103039108.5
45233,17.32,38389978,1,5,38389978
45226,18.05,202516964,1,4,202516964
45233,15.13,6653429686,85,4,78275643.36
45261,14,35877568,1,3,35877568
45009,17.97,2039729051,5,3,407945810.2
45044,17.06,7208166935,30,4,240272231.2
45212,17.46,323745515,1,5,323745515
45254,13.25,185627186,2,4,92813593
45205,12.61,43909217,1,3,43909217
45282,15.25,72328077,1,5,72328077
45226,15.27,1072152115,22,3,48734187.05
45233,14,407030712,4,4,101757678
45065,16.92,1620464345,10,3,162046434.5
45282,8.95,57517619,1,4,57517619
45282,13.73,913310049,9,4,101478894.3
45051,19.07,1273390522,15,3,84892701.47
45233,15.46,27060358,1,4,27060358
45191,15.96,225125712,6,1,37520952
45261,19,75265495,1,5,75265495
45240,16.75,67816235,1,3,67816235
45282,14,31225033,1,4,31225033
45261,19.98,104628936,1,3,104628936
45226,9.24,118941084,2,5,59470542
45198,15.44,453970182,5,4,90794036.4
45198,14,246780853,5,4,49356170.6
45226,18.58,273307262,2,5,136653631
45100,18.85,268991063,4,3,67247765.75
44988,18.75,181076789,1,2,181076789
45016,18.65,648779182,9,3,72086575.78
45212,16.16,99559716,2,4,49779858
45233,14.87,129041573,2,5,64520786.5
45023,21.56,473848208,2,4,236924104
44960,16.88,825487375,4,5,206371843.8
45226,13.57,1045152557,19,4,55008029.32
45254,14,74323375,1,4,74323375
45233,14,33706561,1,3,33706561
45254,14,47230434,1,4,47230434
44939,16.49,545916924,6,3,90986154
45163,14.27,358393921,11,1,32581265.55
45198,14,77727235,1,4,77727235
45072,16.72,814643012.6,10,4,81464301.26
45205,15.38,1275738624,21,5,60749458.29
45121,18.61,727654564.3,2,4,363827282.2
45198,18.9,93326942,1,4,93326942
45177,21.68,10998219,1,1,10998219
45079,14.45,5635824646,117,3,48169441.42
45219,17.6,221120472,1,4,221120472
45233,5,77900637,1,5,77900637
45261,9.2,67343982,1,4,67343982
45198,5,185212311,2,5,92606155.5
45198,19.05,56525903,1,3,56525903
44946,18.12,4923090838,30,5,164103027.9
45086,13.88,25204733697,375,4,67212623.19
45205,14,125099372,2,5,62549686
45205,8.8,85610432,1,5,85610432
45079,14.8,24784032106,408,4,60745176.73
45198,14,61429652,1,4,61429652
45226,14,102518939,2,3,51259469.5
45219,14,9800000,1,2,9800000
45016,19.91,7823724745,54,5,144883791.6
45226,17.32,81556752,1,5,81556752
45107,19.32,2324600912,25,3,92984036.48
45261,14,94987388,2,5,47493694
45135,18.74,105094916,5,2,21018983.2
45065,19.06,74401474,3,2,24800491.33
45212,14,74941328,2,4,37470664
45170,16.12,9516868924,109,4,87310724.07
45247,16.58,406365555,10,3,40636555.5
45226,18.45,143438023,1,4,143438023
45240,16.9,136241536,1,3,136241536
45205,18.05,44379792,1,4,44379792
45240,8.8,22604201,1,5,22604201
45156,17.02,419404012,3,3,139801337.3
45226,5,685221204,7,5,97888743.43
45170,17.35,570471992,24,1,23769666.33
45233,18.8,61038428,1,3,61038428
45100,16.73,1575102943,36,3,43752859.53
45261,14,117141428,1,5,117141428
44946,18.15,286609841,3,4,95536613.67
45177,17.35,86601943,3,2,28867314.33
45191,19.34,613302634,2,5,306651317
44960,18.3,38694104.71,1,2,38694104.71
45135,17.26,539833751,3,3,179944583.7
45212,17.55,733712955.9,1,1,733712955.9
45205,18.35,257660834,1,4,257660834
45233,14.84,184220575,2,4,92110287.5
45219,17.88,19890258,1,5,19890258
45240,17.7,123579416,1,4,123579416
45128,18.02,440797934,2,4,220398967
45212,14.51,478158086,5,4,95631617.2
45205,14,193129568,2,4,96564784
45212,14,84427846,1,4,84427846
45191,17.93,1701549426,3,4,567183142
45254,19.2,2185368,1,3,2185368
45240,14.89,288878523,3,4,96292841
45205,14,42816034,1,4,42816034
45282,14,34690906,1,5,34690906
45240,14.39,143858689,2,5,71929344.5
45226,16.75,40860729,1,4,40860729
45261,14,100913847,1,5,100913847
45037,19.65,41390399.28,4,1,10347599.82
45184,13.85,18837518433,219,4,86016065.9
45233,17.05,35012544,1,4,35012544
45247,14,26139606,1,4,26139606
45254,13.25,163499997,2,4,81749998.5
44981,17.96,1379671586,5,4,275934317.2
45107,17.05,9652091018,76,3,127001197.6
45240,18.72,101102763,1,5,101102763
45205,5,8956500151,88,5,101778410.8
45233,18.46,319536994,3,4,106512331.3
45058,15.46,2030995206,34,3,59735153.11
44960,16.64,2225765893,46,3,48386215.07
44946,17.18,502323466,11,3,45665769.64
45212,14,59275256,1,4,59275256
45198,16.48,145425235,2,5,72712617.5
44960,18.05,11904021878,61,4,195147899.6
45261,14,374063261,4,4,93515815.25
45149,17.33,7166543804,27,4,265427548.3
45191,16.11,524614222,5,3,104922844.4
45254,10.1,22170168,1,4,22170168
45002,15.27,6528787396,83,4,78660089.1
45247,17.88,9592852,1,2,9592852
45233,16.85,207433706,1,3,207433706
45184,16.23,120739992,5,2,24147998.4
44981,18.83,707868164,6,4,117978027.3
45233,16.08,646755376,1,4,646755376
45282,15.9,140890642,1,3,140890642
45247,18.58,173517492,1,5,173517492
45002,21.36,131197248,4,3,32799312
45261,18.05,244995623,1,3,244995623
45191,15.56,133626007,5,2,26725201.4
45135,18.56,4104334902,16,4,256520931.4
45240,14,362960764,6,4,60493460.67
44953,18.48,602000168,2,4,301000084
45226,14,33230298,1,3,33230298
45226,18.29,253780062,2,4,126890031
45058,17.2,79948253,3,2,26649417.67
45163,22.27,2047762423,11,5,186160220.3
44967,20.77,462663882,6,4,77110647
45135,17.12,171839051,4,4,42959762.75
45212,9.01,413314624,4,5,103328656
45219,18.34,463175789,2,5,231587894.5
45016,19.56,5571265148,42,3,132649170.2
45079,14.39,614249032,9,5,68249892.44
45261,18.75,199810412,1,3,199810412
45100,15.05,6612931037,91,4,72669571.84
45254,13.98,987639685,24,4,41151653.54
45051,18.31,1776822317,15,5,118454821.1
44946,16.61,632848782,7,4,90406968.86
45177,17.07,5545939752,22,4,252088170.5
45212,16.23,206633077,2,4,103316538.5
45191,15.24,1231740784,20,3,61587039.21
45226,14,32924904,1,4,32924904
45170,17.56,6975570764,80,5,87194634.55
45254,8.8,97452086,2,5,48726043
45240,15.12,35102253,1,5,35102253
45016,17.43,9420618319,39,4,241554315.9
45191,17.12,3015983369,12,4,251331947.4
45051,18.36,1074440578,9,4,119382286.4
45261,19.75,227783166,1,4,227783166
45282,18.41,388843891,2,5,194421945.5
45233,16.95,158853428,1,4,158853428
45261,17.88,5600000,1,4,5600000
45212,17.1,71192341,1,3,71192341
44960,16.38,4045941993,49,4,82570244.76
45198,14,60494313,1,5,60494313
45023,17.62,1196463722,15,4,79764248.13
45212,18.11,739635096,4,4,184908774
44953,17.96,7604011880,89,4,85438335.73
45254,14.41,174758589,3,4,58252863
45205,13.6,272890961,4,4,68222740.25
45142,13.78,17584226165,226,4,77806310.46
45170,20.55,139198655,1,3,139198655
45247,8.8,109485467,1,5,109485467
45219,14,41448321,1,5,41448321
45198,13.79,132542574,2,4,66271287
45226,13.58,2395953383,25,4,95838135.32
45212,18.29,217447516,3,4,72482505.33
45226,16.5,267785167,1,4,267785167
45107,17.71,3528525122,27,4,130686115.6
45170,21.02,754210999,4,4,188552749.8
45233,18.75,108688869,1,3,108688869
45261,14,78187887,1,4,78187887
45177,17.74,69556695,8,2,8694586.875
45233,9.3,74728198,1,5,74728198
45198,16.75,113745176,1,4,113745176
45044,17.09,629517365,4,5,157379341.3
45261,8.94,958333452,12,5,79861121
45212,14,90073795,1,4,90073795
45233,8.6,48488348,1,4,48488348
45254,5,505547318,5,4,101109463.6
45058,20.71,75290149,1,5,75290149
45177,16.71,8080762143,31,4,260669746.5
44946,19.07,5982818744,35,3,170937678.4
45212,9.95,151134427,1,5,151134427
45261,17.88,10042774,1,2,10042774
45261,17.6,568438407,3,4,189479469
45226,18.75,361585001,1,3,361585001
45205,17.8,55692673,3,2,18564224.33
44953,17.81,11024419323,53,5,208007911.8
45226,5,192900857,3,4,64300285.67
44953,18.22,807258625,4,4,201814656.3
45121,14.61,208393793,3,4,69464597.67
45247,8.9,60024313,1,4,60024313
45282,7.7,70414719,1,5,70414719
45163,16.62,448428475,3,3,149476158.3
45100,19.09,1245301416,9,4,138366824
45261,9.36,254511362,3,5,84837120.67
44960,21.53,2054537367,25,5,82181494.68
45261,14,508214848,7,4,72602121.14
45261,13.25,67383333,1,4,67383333
44974,17.78,545074434,5,4,109014886.8
45156,18.44,5821621944,40,3,145540548.6
45212,19.1,14106441,1,3,14106441
45219,14.8,427645402,5,5,85529080.4
45282,7.6,26215558,1,5,26215558
45233,17.25,406238924,1,4,406238924
45240,16.95,208918469,1,3,208918469
45261,17.6,127512106,1,3,127512106
44960,17.58,7750007908,38,5,203947576.5
45114,23.52,322762327,3,4,107587442.3
45093,24.01,1796008764,12,5,149667397
44988,18.45,157504275,2,3,78752137.5
45100,16.95,100631699,3,4,33543899.67
45240,12.62,99295281.69,1,4,99295281.69
45254,14.88,94124636,2,5,47062318
45261,17.81,17340001,2,4,8670000.5
45100,14.67,3846717932,68,3,56569381.35
45163,16.05,515155756,7,4,73593679.43
45261,17.32,124503996,1,5,124503996
45261,16.75,60422931,1,4,60422931
45254,16.75,17164874,1,4,17164874
45163,18.37,8782230426,42,4,209100724.4
45226,18.58,112859096,1,4,112859096
45219,18.05,237436948,1,3,237436948
45233,17.65,126281403,1,3,126281403
45205,17.54,241414048,1,4,241414048
45079,17.22,13885452756,55,4,252462777.4
45226,14,72627297,1,4,72627297
45198,9.66,159487372,2,5,79743686
45254,15.2,90969072,1,4,90969072
45191,13.78,2352646167,27,4,87135043.22
45212,7.27,372994775,1,5,372994775
45212,14,2320000,1,1,2320000
45261,9.8,392771325,1,4,392771325
45184,17.8,3680385718,13,4,283106593.7
45002,19.49,804415846,10,4,80441584.6
45086,12.98,448080839,6,4,74680139.83
45212,18.58,48491283,1,5,48491283
45044,9.2,43962979.03,1,2,43962979.03
45212,14,94471851,1,4,94471851
45205,17.75,280881667,1,4,280881667
45016,20.01,15326468454,62,4,247201104.1
45240,14,235306415,3,4,78435471.67
45051,18.29,2322162264,10,3,232216226.4
45205,18,288062503,2,4,144031251.5
45051,25.32,709318826,1,4,709318826
45212,16.72,329340045,1,3,329340045
45198,12.62,89999982,1,4,89999982
45254,21.6,20575296,1,3,20575296
45128,17.45,1513131631,13,4,116394740.8
45233,17.6,150266262,1,4,150266262
45212,14,37221171,1,4,37221171
45247,17.6,369367909,1,4,369367909
45212,21.15,454908564,1,5,454908564
45100,21.39,507128931,6,4,84521488.5
45037,18.83,440509537,3,2,146836512.3
44967,22.65,160625595,2,5,80312797.5
45065,19,2282323057,23,5,99231437.26
45282,13,343478173,1,3,343478173
45086,14.39,3448729287,61,3,56536545.69
45198,18.62,665337373,1,4,665337373
45233,14,134551062,2,4,67275531
45198,9.5,23491681,1,3,23491681
45254,13.63,268516809,3,4,89505603
45226,16.79,127033829,3,5,42344609.67
45212,16.82,404762756,4,4,101190689
45023,20.32,18695943,1,2,18695943
45191,17.08,3610378158,23,4,156972963.4
45261,13.81,1913952884,20,3,95697644.2
44967,20.27,855755531,3,4,285251843.7
45233,15.12,180000006,2,5,90000003
45170,17.52,2205274102,15,4,147018273.5
45198,22.32,5070000,1,3,5070000
44967,18.64,391715952,2,4,195857976
45128,15.61,5784564692,73,4,79240612.22
45198,14.56,159318754,2,5,79659377
45254,14.45,381627542,7,5,54518220.29
45086,18.02,2690028091,18,5,149446005.1
45212,14,113660186,1,5,113660186
45261,19.03,616305435.1,5,4,123261087
45156,16.58,854884341,1,4,854884341
45051,19.55,564410527,6,5,94068421.17
44974,21.41,380407446,2,4,190203723
45205,18.02,23889372,1,5,23889372
45107,16.64,145119857,5,2,29023971.4
45044,17.34,4977245582,51,3,97593050.62
45233,13.6,295494168,3,3,98498056
45205,16.75,128752495,1,3,128752495
45247,17.15,529678826.6,1,3,529678826.6
45016,16.04,170729400,4,2,42682349.99
45184,18.03,11193611947,52,4,215261768.2
45261,14,398346398,6,4,66391066.33
44981,18.64,10128084429,57,5,177685691.7
45142,17.9,123667214,12,1,10305601.17
45135,17.98,6838996697,30,4,227966556.6
45240,18.05,319662744,1,5,319662744
45149,14.36,3032279305,46,3,65919115.33
45184,17.75,4871627194,26,4,187370276.7
45226,9.31,320912793,4,5,80228198.25
44988,17.11,1147988071,6,4,191331345.2
45226,17.88,73409445,1,4,73409445
45254,17.41,250883494,2,3,125441747
45058,18.69,1986655882,14,4,141903991.6
45198,18.35,143588608,1,4,143588608
45247,7.5,113332895,1,4,113332895
45219,15.8,81214233,1,3,81214233
45233,19.85,33474488,1,3,33474488
45058,16.81,1406716298,34,3,41374008.76
44946,17.54,1432177911,7,4,204596844.4
45044,25.53,2117665318,10,4,211766531.8
45191,16.9,8342388573,34,4,245364369.8
45226,16.21,51057602,1,5,51057602
45254,14,43700308,1,5,43700308
45016,17.15,7246252328,55,3,131750042.3
45233,18.16,12758771,1,5,12758771
45205,17.04,41086433,1,5,41086433
45156,14.35,1192497878,18,3,66249882.11
45226,21,66834381,1,4,66834381
44981,18.78,73991716,2,2,36995858
45254,16.75,41466858,1,4,41466858
45114,16.87,4890879482,23,3,212646934
44946,17.37,615451032,4,4,153862758
44967,18.32,2897553335,51,5,56814771.27
45205,18.66,35741896,2,3,17870948
45163,17.39,747796422,4,4,186949105.5
45149,17.24,2397836523,12,4,199819710.3
44995,17.83,11966918862,41,4,291876069.8
45219,18.51,25194698,2,1,12597349
45233,15.22,146019804,2,4,73009902
45009,23.84,1123411396,15,5,74894093.07
45198,15.89,810906965,18,5,45050386.94
45219,9.1,126570782,2,5,63285391
45079,19.09,72651728.41,3,3,24217242.8
45198,8.77,263180366,4,4,65795091.5
45226,17.55,148714714,1,4,148714714
45261,13.68,4028744814,39,4,103301149.1
45044,19.55,110543629.9,6,1,18423938.31
45240,14.53,1508778321,21,5,71846586.71
45233,18.16,127524884,1,5,127524884
45205,18.1,115932006,1,4,115932006
45226,16.73,108400051,3,4,36133350.33
45009,18.3,1569420153,13,4,120724627.2
45058,17.9,1921437873,34,5,56512878.62
45240,10.1,47429667,1,5,47429667
45156,17,6414796213,30,4,213826540.4
45170,17.15,95089021,2,3,47544510.5
45261,18.05,124782241,2,3,62391120.5
45226,13.72,92370524,1,4,92370524
45212,14,64225923,1,4,64225923
45212,14,69754369,1,4,69754369
44974,20.68,85966433,6,2,14327738.83
45254,17.55,76970969,1,3,76970969
45226,18.45,162125036,1,4,162125036
45184,18.52,97771655,3,2,32590551.67
44946,18.32,1055548781,5,3,211109756.2
45261,5,64704559,1,5,64704559
45226,18.3,392346244,1,5,392346244
45247,17.15,79177649,1,1,79177649
45247,14,89147643,1,3,89147643
45240,14.18,1045859664,15,5,69723977.6
45156,16.79,255525611,3,4,85175203.67
45135,17.17,695849202,20,3,34792460.1
45261,14,68457005,1,5,68457005
45226,18.55,489022598,2,4,244511299
45233,17.18,127511811,1,4,127511811
45058,19.18,601182484,5,3,120236496.8
45233,17.11,155708521,2,3,77854260.5
45198,17.15,674802601.3,2,3,337401300.6
45114,15.31,88681736,3,2,29560578.67
45261,18.56,170255482,2,4,85127741
45205,17.05,73476254,1,4,73476254
45107,21.29,33964596,1,3,33964596
45205,14,478618436,5,4,95723687.2
45282,15.75,45874208,1,4,45874208
45212,5,217591127,4,4,54397781.75
45184,17.75,3826779501,26,5,147183827
45058,19.22,3038888485,26,3,116880326.3
45128,15.7,734386237,3,4,244795412.3
45282,5,279970174,6,5,46661695.67
45247,18.58,92448383,1,5,92448383
45023,25.46,930194764,3,4,310064921.3
45205,14,114379026,2,4,57189513
45226,17.32,46776197,1,3,46776197
